tag,tag_cn
prehensile toes,脚趾
mk 14 ebr,MK 14 EBR
triple action thunder,三重动作雷声
phantom thief,幻影小偷
two soyjaks pointing (meme),两个大豆指向（模因）
olympus (apex legends),奥林巴斯（Apex Legends）
ooyodo (kancolle) (cosplay),Ooyodo（Kancolle）（角色扮演）
kamikaze (kancolle) (cosplay),Kamikaze（Kancolle）（角色扮演）
the sun (tarot),太阳（塔罗牌）
heart-shaped breath,心形呼吸
cut-away,削减
broken fence,栅栏折断
rhombus,菱形
operating table,操作台
ciao churu,Ciao Churu
shoveling,铲
bloomers on head,盛在头上
pi (math),pi（数学）
white leg warmers,白腿暖手
novel (object),小说（对象）
ghost driver,幽灵司机
training room,训练室
route 66,66号公路
chocoboo,chocoboo
meiko (cosplay),Meiko（角色扮演）
clothes gagged,衣服堵了
giant squid,巨型鱿鱼
blowtorch,喷灯
casteliacone,卡斯特利亚酮
bunny eyepatch,兔子眼科
support,支持
exposed brain,暴露的大脑
candy jar,糖果罐
living shadow,活影子
purple tunic,紫色上衣
pencil to face,铅笔面对
covering body,覆盖身体
ethan (pokemon) (cosplay),Ethan（Pokemon）（角色扮演）
batten japari dan,Batten Japari Dan
leopard 2,豹2
ten of hearts,十个心
triple vertical stripe,三重垂直条纹
augma,奥格玛
plesiosaur,Plesiosaur
fairy (girls' frontline),童话（女孩的前线）
sponge cake,海绵蛋糕
sweets lingerie,甜食内衣
grey pajamas,灰色睡衣
bead belt,珠皮带
indonesia,印度尼西亚
skinny jeans,紧身牛仔裤
bursting,破裂
fim-92 stinger,FIM-92毒刺
red innertube,红色内文化管
cinders,煤渣
missiles,导弹
green trim,绿色饰边
courtyard,庭院
turkey leg,土耳其的腿
intertwined hair,交织的头发
giga drill break,GIGA钻头休息
brown pajamas,棕色睡衣
leather bag,皮革包
linked gag,链接的插科打
diving board,跳水台
licking another's lips,舔另一个的嘴唇
wonderful magic (idolmaster),奇妙的魔术（偶像司机）
barbarian set (zelda),野蛮人套装（Zelda）
burnt hair,灼热的头发
candy island (idolmaster),糖果岛（iDolmaster）
frilled pants,褶皱裤子
pink lipstick tube,粉红色的唇膏管
mechanical bull,机械牛
nakoruru (cosplay),Nakoruru（角色扮演）
pop tab,流行选项卡
green hill zone,绿山区
road bicycle,路自行车
print (medium),印刷（中）
ghost hands,鬼手
blue blindfold,蓝眼睛
wooden deck,木制甲板
pomf,pomf
power tool,电动工具
traffic cone on head,交通锥头
ring toss,折腾
lewis gun,刘易斯枪
orange bloomers,橙色的开花器
thailand,泰国
body modification,身体修饰
india,印度
peacoat,皮大衣
imageboard,图像板
lure,饵
too many dogs,狗太多
fractal,分形
marsh badge,沼泽徽章
tabletop rpg,桌面RPG
su-37,su-37
beretta 93r,Beretta 93r
mining,矿业
light gun,轻枪
fenrir (vehicle),Fenrir（车辆）
gym teacher,体育老师
lint roller,皮棉辊
tifa lockhart's sporty dress,蒂法·洛克哈特（Tifa Lockhart）的运动服
medi gun,Medi Gun
vacuum tube,真空管
black tears,黑色的眼泪
bloated,肿了
swedish uniform,瑞典制服
gold one-piece swimsuit,金一件泳衣
holding ruler,持有统治者
that's your girlfriend (meme),那是你的女朋友（模因）
shared sense,共同的感觉
hovercraft,气垫船
wrist belt,腕带
when mama isn't home (meme),当妈妈不在家时（模因）
cross-laced gloves,交叉手套
inugami korone (cosplay),inugami korone（角色扮演）
skull ring,头骨戒指
new year's eve,除夕夜
aquarium tunnel,水族馆隧道
splash free,飞溅
shantae (cosplay),Shantae（角色扮演）
trench knife,沟渠刀
cracking egg,开裂的鸡蛋
shindou takuto (mixi max oda nobunaga),Shindou Takuto（Mixi Max Oda Nobunaga）
venera-sama (cosplay),Venera-sama（角色扮演）
torn tabard,撕裂的塔巴德
writing on hand,手头写作
french army,法国军队
argentinian flag,阿根廷国旗
too many eyes,眼睛太多
inconvenient ass,不便的屁股
grey nipples,灰色乳头
brown sarong,布朗围裙
collared bikini,领比基尼
red card,红牌
bonesaw,骨锯
ripple star,波纹明星
angel (kof) (cosplay),天使（KOF）（角色扮演）
stutter,口吃
austrian flag,奥地利国旗
yoke,轭
inflating,充气
foot wraps,脚包裹
pogchamp,Pogchamp
pokestop,PokeStop
pirozhki,pirozhki
tabako-bon,塔巴科邦
drillhorn sword,DrillHorn Sword
flash suppressor,闪光抑制器
paratrooper,伞兵
avtechno!,Avtechno！
kono dio da (meme),kono dio da（模因）
fur sweater,皮毛毛衣
waha~,哇
zero one driver,零一个驱动程序
twitter verified checkmark,Twitter验证了检查标记
pillow straddling,枕头跨
battlecruiser,巴特列赛
head removed,头移开
chinpo ni wa katenakatta yo,chinpo ni wa katenakatta yo
tatsumaki (cosplay),Tatsumaki（角色扮演）
generator,发电机
pheasant,野鸡
pork pie sailor hat,猪肉馅饼水手帽
i don't have a single regret in my life,我一生中没有一个遗憾
dipping,浸渍
pilot chair,飞行员椅
doma umaru (cosplay),Doma Umaru（角色扮演）
cooking oil,食用油
wing umbrella,机翼伞
chase! (love live!),追赶！ （爱生活！）
blade of mercy,怜悯的刀片
bandaged horns,绷带的角
panther boy,豹男孩
dobok,多博克
chin on palm challenge,下巴在棕榈挑战赛上
bright memories (idolmaster),光明的回忆（偶像崇拜者）
mutsu (kancolle) (cosplay),mutsu（kancolle）（角色扮演）
crystallization,结晶
too much burger,汉堡太多
apu spills his tendies (meme),APU洒了他的趋势（模因）
tifa lockhart's exotic dress,蒂法·洛克哈特（Tifa Lockhart）的异国连衣裙
bra in mouth,胸罩在嘴里
sports panties,运动内裤
educational,教育
human pyramid,人金字塔
bunsen burner,本森燃烧器
swan boat,天鹅船
gunkata,gunkata
zipper bikini,拉链比基尼
glock 18c,格洛克18c
kagemitsu g4,Kagemitsu G4
air hockey,空气曲棍球
mayonnaise bottle,蛋黄酱瓶
desu,desu
yoshizaki mine (style),Yoshizaki矿山（风格）
holding on,坚持
pink leggings,粉红色的绑腿
upturned umbrella,上面的雨伞
mclaren p1,迈凯轮P1
gorogoro (sfx),Gorogoro（SFX）
booba (meme),Booba（模因）
umbrella hair ornament,雨伞发饰
yellow bandeau,黄色bandeau
holding bow (music),握弓（音乐）
blue light,蓝光
yakisoba spill,Yakisoba Spill
kihel heim (cosplay),Kihel Heim（角色扮演）
record jacket,记录夹克
evilblade,邪恶的布莱德
chocolate cigarette,巧克力香烟
arc phone,电弧电话
pig mask,猪面膜
peekaboo,peekaboo
mismatched horns,不匹配的角
monowheel,MONSOWHEEL
chinchilla tail,龙猫的尾巴
black claws,黑爪
cinnamon stick,肉桂棒
ribbed hat,肋骨帽子
pill on tongue,舌头的药
bifurcated jaw,下巴分叉
broly culo (meme),Broly Culo（模因）
multicolored butterfly,彩色蝴蝶
crescent wand,新月形魔杖
holding tie,保持领带
gingham legwear,方格汉腿衣
foot wings,脚翅
insect pin,昆虫别针
suiseiseki (cosplay),Suisiseiseki（角色扮演）
landship,陆军
bad multiple views,不良的多个视图
shouhou (kancolle) (cosplay),Shouhou（Kancolle）（角色扮演）
gunbai,gunbai
packing peanuts,包装花生
korg,科格
iron fence,铁栅栏
stone pillar,石柱
in-ear earphones,入耳式耳机
mole on ear,耳朵上的痣
alfa romeo,阿尔法·罗密欧（Alfa Romeo）
yorha type a no. 2 (cosplay),yorha type a no。 2（角色扮演）
shiny (module),闪亮（模块）
kaguya luna (cosplay),Kaguya Luna（角色扮演）
quiz,测验
white negligee,白色的negligee
bird on lap,鸟在腿上
goldeen (cosplay),Goldeen（角色扮演）
norwegian flag,挪威国旗
flogger,鞭ger
stilt house,高跷房子
fams (group),FAMS（小组）
stegosaurus,剑龙
circuit,电路
its not you sit down,它不是你坐下
bismarck (battleship),Bismarck（战舰）
holding manga,持有漫画
sleevejob,袖子
azalea (love live!),杜鹃花（Love Live！）
lockpick,锁定
shirt aside,衬衫一边
timpani,蒂姆帕尼
hat launch,帽子发射
footjob from behind,从后面
ukrainian text,乌克兰文字
pope,教皇
glowing jewelry,发光的珠宝
beluga whale,白鲸
t-65 x-wing,T-65 X翼
usami renko (cosplay),Usami Renko（角色扮演）
ventriloquism,腹膜
dress suit,衣服西服
shoving,推
mod fashion,mod时尚
celery,芹菜
letty whiterock (cosplay),Letty Whiterock（角色扮演）
suigyoku (module),Suigyoku（模块）
dydoe,Dydoe
traits,特质
maple syrup,枫糖浆
beating,跳动
dimple,酒窝
spy,间谍
swatting,摇摆
manual,手动的
dusting,除尘
photo booth,照片展台
sos galactic patrol,SOS银河巡逻队
mentos,Mentos
raichu (cosplay),Raichu（角色扮演）
jagdpanther,Jagdpanther
axis (gundam),轴（Gundam）
ribbon-trimmed footwear,带状饰面的鞋类
alternate horns,替代角
animal on ass,动物在屁股上
diagonal-striped bikini,对角条纹比基尼
tirol chocolate,tirol巧克力
vivid bikini (idolmaster),生动的比基尼（iDolmaster）
freudian slip,弗洛伊德溜冰
grape vine,葡萄藤
dizzy (guilty gear) (cosplay),头晕（Guilty Gear）（角色扮演）
reactive armor,反应盔甲
mouse on shoulder,鼠标在肩膀上
i-19 (kancolle) (cosplay),I-19（Kancolle）（角色扮演）
face hold,脸
foot on back,向后脚
tea stalk,茶叶
finger on nose,手指在鼻子上
parking garage,停车库
assless swimsuit,无罪的泳衣
collage background,拼贴背景
transparent bikini,透明比基尼
too low salary,工资太低
energy whip,能量鞭子
hakama removed,哈卡马被删除
blue pussy,蓝猫
two of diamonds,两颗钻石
mechanical skirt,机械裙子
mysterious eyes (idolmaster),神秘的眼睛（偶像崇拜者）
nyanpassu~,nyanpassu?
weighing breasts,称重乳房
hito komoru (style),希托·科莫鲁（风格）
kabane,卡巴恩
red button,红色按钮
umu (phrase),umu（短语）
king game,国王游戏
kamado tanjirou (cosplay),卡马多坦吉罗（角色扮演）
pink jumpsuit,粉红色连身裤
imminent vore,迫在眉睫
yellow tulip,黄色郁金香
tomorrow (konosuba),明天（konosuba）
ben-day dots,本日点
czech flag,捷克旗
double eyepatch,双眼手册
g4m,G4M
shoulder necklace,肩项链
lace-trimmed shorts,蕾丝修剪短裤
torii hair ornament,Torii头发装饰
isis (terrorist group),ISIS（恐怖组织）
rei no mizugi,rei no mizugi
thanatos eros (cosplay),Thanatos Eros（角色扮演）
kotomine kirei (cosplay),Kotomine Kirei（角色扮演）
gokou ruri (cosplay),Gokou Ruri（角色扮演）
nikon (company),尼康（公司）
jack of hearts,杰克
silk flower (genshin impact),丝绸花（Genshin冲击）
tamamo cat (third ascension) (fate) (cosplay),塔莫猫（第三升）（命运）（角色扮演）
satori day,Satori Day
elizabeth bathory (first ascension) (fate) (cosplay),伊丽莎白·巴斯（Elizabeth Bathory）（第一提升）（命运）（角色扮演）
neutrophil,中性粒细胞
writing on ass,写屁股
holding hair brush,握着发刷
trumpet boy (meme),小号男孩（模因）
ahri (league of legends) (cosplay),AHRI（英雄联盟）（角色扮演）
medea (fate) (cosplay),美狄亚（命运）（角色扮演）
choukai (kancolle) (cosplay),Choukai（Kancolle）（角色扮演）
judgement (tarot),审判（塔罗牌）
grilled eel,烤鳗
wet floor sign,湿地板标志
bluk berry,Bluk Berry
unconventional vibrator,非常规振动器
tbf avenger,TBF复仇者
yogetsu high school uniform,Yogetsu高中校服
moscow,莫斯科
usami sumireko (cosplay),Usami Sumireko（角色扮演）
hot plate,热板
ascot removed,Ascot删除了
big boss (cosplay),大老板（角色扮演）
overalls removed,工作服被删除
removing,去除
shared jacket,共享夹克
holding water,拿着水
borrowing race,借用比赛
dodge,躲闪
button prompt,按钮提示
bromide,溴化物
arm on thigh,大腿上的手臂
viola (instrument),中提琴（乐器）
pawoo username,pawoo用户名
manatee,海牛
assassin (fate/zero) (cosplay),刺客（命运/零）（角色扮演）
aqua bodysuit,Aqua紧身衣裤
riding shark,骑鲨
caliper,卡尺
cpr,CPR
starpoint lance (fire emblem),Starpoint Lance（Fire Emblem）
black moon,黑月亮
the devil (tarot),魔鬼（塔罗牌）
black snake,黑蛇
holding gourd,抱着葫芦
status bar,状态栏
coffee milk,咖啡牛奶
cleansed crystal mirror,清洁的水晶镜
coyote,土狼
michishio (kancolle) (cosplay),Michishio（Kancolle）（角色扮演）
purple male swimwear,紫色男性泳衣
embroidered legwear,绣花腿衣
death (tarot),死亡（塔罗牌）
holding pill,拿着药
shiny lips,嘴唇闪亮
yubi yubi (inugami korone),Yubi Yubi（inugami korone）
impossible underwear,不可能的内衣
multi-strapped swimsuit,多间断的泳衣
super famicom cartridge,超级Famicom墨盒
soap dispenser,皂液器
hebrew text,希伯来语文字
camouflage gloves,迷彩手套
subarashii pose,Subarashii姿势
bloopers,泡沫
pokemon on leg,腿上的口袋妖怪
captured alien,捕获的外星人
shiisaa,什叶派
ipod touch,iPod触摸
parkour,跑酷
budgerigar (bird),Budgerigar（鸟）
half rest,一半休息
swallowtail butterfly,燕尾蝴蝶
magpie,鹊
shame,耻辱
mega man (character) (cosplay),Mega Man（角色）（角色扮演）
double-decker bus,双层巴士
religion,宗教
spoken dollar sign,说美元标志
aqua fur,水毛皮
papyrus (font),纸莎草（字体）
shotel,shotel
banana popsicle,香蕉冰棍
moonbeam,月光
blue napoleon (idolmaster),蓝拿破仑（偶像崇拜者）
layered capelet,分层的帽子
print bed sheet,打印床单
aerosol,气雾剂
team instinct,团队本能
dildo under mask,假阳具在面具下
t-72,T-72
makai (touhou),makai（touhou）
arwing,Arwing
sheet bite,薄板咬
fanbox,风扇盒
check my note (idolmaster),检查我的笔记（Idolmaster）
baseball base,棒球基地
leaving,离开
hand glasses,手眼镜
sr-71 blackbird,SR-71黑鸟
hanging bridge,悬挂桥
liftoff,起飞
pleated shorts,百褶短裤
shoot,射击
d4y suisei,D4Y Suisei
art gallery,美术馆
gps,全球定位系统
bouquet toss,花束
elbow on another's shoulder,肘
hunting horn,狩猎的号角
freddy krueger (cosplay),弗雷迪·克鲁格（Cosplay）
gold ship (umamusume) (cosplay),黄金船（Umamusume）（角色扮演）
crab print,螃蟹印刷
basement,地下室
shenhe (genshin impact) (cosplay),神社（Genshin Impact）（角色扮演）
standing at attention,站在注意力上
flattened,扁平
grey leggings,灰色绑腿
mismagius (cosplay),mismagius（角色扮演）
racism,种族主义
penis tattoo,阴茎纹身
ecstasy,狂喜
cauliflower,菜花
shamrock,三叶草
embroidered dress,刺绣连衣裙
panties around feet,内裤附近
silver one-piece swimsuit,银一件泳衣
mask on breasts,乳房上的口罩
checklist,清单
scorch mark,焦糖标记
leaf hat,叶帽
in jar,在罐子里
exposed clitoris,暴露的阴蒂
thirty-second note,三十秒钟
horseshoe print,马蹄打印
gingham dress,方格连衣裙
bremerton (azur lane) (cosplay),布雷默顿（Azur Lane）（角色扮演）
zijiang m99,Zijiang M99
orange innertube,橙色内文
pink garter belt,粉红色吊袜带
green ponpoko (module),绿色庞普科（模块）
hazard trigger,危险触发器
seiyo academy uniform,Seiyo Academy制服
kamogawa girls' high school uniform,川川女子高中制服
hassan of serenity (fate) (cosplay),宁静的哈桑（命运）（角色扮演）
arrow earrings,箭头耳环
tsubakigaoka metropolitan high school uniform,Tsubakigaoka大都会高中制服
reflector (photography),反射器（摄影）
mutual foot licking,相互舔
satellite cannon,卫星大炮
pipelining,管道
kobe,科比
schedule,日程
revolcane,革命
kiraboshi (star driver),Kiraboshi（明星司机）
bow bloomers,弓形灯泡
spiking,尖峰
mini 4wd,迷你4WD
classic squiffer (splatoon),经典蹲（Splatoon）
sploosh-o-matic (splatoon),sploosh-o-matic（splatoon）
paw panties,爪内裤
pikachu hood,皮卡丘引擎盖
chloe von einzbern (cosplay),Chloe von Einzbern（角色扮演）
opened by another,由另一个打开
rawst berry,Rawst Berry
pedestrians only sign,行人只签字
torigoe gakuen school uniform,Torigoe Gakuen校服
fur-trimmed shawl,毛皮披肩
ribbon-trimmed choker,丝带修剪的螺丝蛋糕
four of hearts,四心
morino hon (style),Morino Hon（风格）
sparky (arms),火花（武器）
crocea mors (rwby),鳄鱼摩尔人（RWBY）
bundesliga,德甲
tekoki karaoke,Tekoki Karaoke
touhou costume examination (meme),Touhou服装考试（模因）
matrix of leadership,领导力矩阵
multiple shikishi,多个Shikishi
great white shark,大白鲨
saliva on penis,唾液在阴茎上
keypad,键盘
pub,酒吧
vans,货车
ribbon-trimmed bloomers,带状饰面的开花器
limbs,四肢
taiyou iwaku moe yo chaos,太极伊瓦库莫伊yo混乱
